time,seconds_elapsed,z,y,x
1774158597459340800,0.0533408203125,-0.4737715721130371,-0.5547572374343872,0.4710516631603241
1774158597479335000,0.0733349609375,-0.6850334405899048,-0.4736067056655884,0.4399496912956238
1774158597499328800,0.093328857421875,-0.7400195002555847,-0.3644144535064697,0.23432515561580658
1774158597519323000,0.113322998046875,-0.6352163553237915,-0.2571636140346527,0.05667712911963463
1774158597539316700,0.133316650390625,-0.5215409398078918,-0.19735008478164673,-0.03777294605970383
1774158597559310600,0.153310546875,-0.423869788646698,-0.17825202643871307,-0.020213657990098
1774158597579304700,0.1733046875,-0.3686448633670807,-0.1605401486158371,0.0986192524433136
1774158597599298800,0.193298828125,-0.42785680294036865,-0.132399320602417,0.1412724405527115
1774158597619292700,0.213292724609375,-0.5353885889053345,-0.16058595478534698,-0.03458727151155472
1774158597639286800,0.233286865234375,-0.5839893817901611,-0.18384040892124176,-0.2370695322751999
1774158597659281000,0.253281005859375,-0.5517643690109253,-0.26671266555786133,-0.35964420437812805
1774158597679274800,0.273274658203125,-0.46641111373901367,-0.13968013226985931,-0.3279573619365692
1774158597699268900,0.293268798828125,-0.3901512324810028,-0.031623706221580505,-0.19950005412101746
1774158597719262700,0.3132626953125,-0.3844163715839386,-0.09722322225570679,-0.09350145608186722
1774158597739256800,0.3332568359375,-0.3927547335624695,-0.10894006490707397,-0.06932634115219116
1774158597759251000,0.3532509765625,-0.33680200576782227,-0.14269642531871796,-0.1760661005973816
1774158597779244500,0.37324462890625,-0.2899293005466461,-0.11922652274370193,-0.26694008708000183
1774158597799238700,0.39323876953125,-0.22099709510803223,-0.19156117737293243,-0.26380234956741333
1774158597819232800,0.413232666015625,-0.08706805855035782,-0.12354244291782379,-0.14777134358882904
1774158597839226600,0.4332265625,0.09544609487056732,0.06289241462945938,0.05062909051775932
1774158597859220700,0.453220703125,0.23808446526527405,-0.08893945813179016,0.1740378439426422
1774158597879214800,0.47321484375,0.3089679777622223,-0.1045711487531662,0.2960963845252991
1774158597899208700,0.493208740234375,0.33017605543136597,-0.13471706211566925,0.37618666887283325
1774158597919202800,0.513202880859375,0.35997840762138367,-0.07203318178653717,0.360402911901474
1774158597939197000,0.533197021484375,0.41378119587898254,0.037939392030239105,0.3756990432739258
1774158597959190800,0.553190673828125,0.4225933253765106,0.1988297402858734,0.2910323739051819
1774158597979185000,0.573184814453125,0.4968949854373932,0.20889702439308167,-0.07724685221910477
1774158597999178800,0.5931787109375,0.5372520089149475,-0.05253564566373825,-0.3472903072834015
1774158598019172600,0.613172607421875,0.5787906646728516,-0.10029517859220505,-0.42628154158592224
1774158598039166700,0.633166748046875,0.6020964980125427,-0.06009982153773308,-0.418599396944046
1774158598059160800,0.653160888671875,0.6056188344955444,-0.1945127546787262,-0.3104739785194397
1774158598079154700,0.67315478515625,0.7537723183631897,-0.595576286315918,-0.018925487995147705
1774158598099148800,0.693148681640625,1.2057733535766602,-0.9893851280212402,0.43358418345451355
1774158598119142700,0.713142578125,2.0328452587127686,-1.2383209466934204,0.9970366358757019
1774158598139136800,0.73313671875,2.583026170730591,-1.0460963249206543,1.6045933961868286
1774158598159131000,0.753130859375,2.1777491569519043,-0.783107578754425,1.6388046741485596
1774158598179124700,0.773124755859375,1.6066094636917114,-0.7069209218025208,1.4004043340682983
1774158598199118800,0.793118896484375,1.8021565675735474,-0.7700628638267517,1.3882163763046265
1774158598219113000,0.813113037109375,2.3346469402313232,-1.123531699180603,1.6502515077590942
1774158598239106600,0.8331064453125,2.890115737915039,-0.8538467288017273,1.7422887086868286
1774158598259100700,0.8531005859375,3.0316250324249268,-0.4630712568759918,1.8019195795059204
1774158598279095300,0.87309521484375,3.094550848007202,-0.37184199690818787,1.839836835861206
1774158598299089400,0.89308935546875,3.1414144039154053,-0.32786256074905396,1.6265925168991089
1774158598319083500,0.91308349609375,3.2961175441741943,-0.010330135934054852,1.4877687692642212
1774158598339077400,0.933077392578125,3.7669894695281982,-0.23120711743831635,1.5705715417861938
1774158598359071500,0.953071533203125,4.25994348526001,-0.8924886584281921,2.053966760635376
1774158598379065600,0.973065673828125,4.2767415046691895,-1.3371292352676392,2.6241259574890137
1774158598399059500,0.9930595703125,4.126702785491943,-1.0472497940063477,2.6012930870056152
1774158598419053600,1.013053466796875,3.9813449382781982,-0.4653887152671814,2.113572359085083
1774158598439047700,1.033047607421875,3.889838933944702,-0.12502741813659668,1.6093591451644897
1774158598459041500,1.05304150390625,3.722628116607666,-0.6378904581069946,1.6538909673690796
1774158598479035600,1.07303564453125,3.5522170066833496,-0.855297327041626,1.8384491205215454
1774158598499029500,1.093029541015625,3.343433380126953,-0.8358445763587952,1.8855502605438232
1774158598519023400,1.1130234375,3.1349165439605713,-0.5792492628097534,1.8203805685043335
1774158598539017500,1.133017578125,2.9266417026519775,-0.32465237379074097,1.5938140153884888
1774158598559011600,1.153011474609375,2.549562931060791,-0.31020793318748474,1.1846081018447876
1774158598579005400,1.17300537109375,2.1288046836853027,-0.29240575432777405,0.725954532623291
1774158598598999600,1.19299951171875,1.7867584228515625,-0.2983267605304718,0.12256373465061188
1774158598618993400,1.212993408203125,1.603896975517273,-0.34239277243614197,-0.32636401057243347
1774158598638987500,1.232987548828125,1.5575846433639526,-0.406645268201828,-0.477484792470932
1774158598658981600,1.252981689453125,1.3945837020874023,-0.41174814105033875,-0.4717558026313782
1774158598678975500,1.2729755859375,1.1374638080596924,-0.42718833684921265,-0.2719457745552063
1774158598698969600,1.292969482421875,0.7991967797279358,-0.522049069404602,-0.12101776897907257
1774158598718963700,1.312963623046875,0.4569941759109497,-0.41350263357162476,-0.09546846896409988
1774158598738957300,1.332957275390625,0.21101424098014832,-0.31962379813194275,-0.2283564805984497
1774158598758951400,1.352951416015625,0.21155032515525818,-0.35336339473724365,-0.22107486426830292
1774158598778945500,1.372945556640625,0.50187748670578,-0.45540374517440796,-0.11640384048223495
1774158598798939400,1.392939453125,0.7651908993721008,-0.4369911849498749,-0.033842917531728745
1774158598818933500,1.41293359375,0.7142320871353149,-0.42308467626571655,0.013003949075937271
1774158598838927600,1.432927734375,0.5781483054161072,-0.2859196364879608,-0.03172091022133827
1774158598858921500,1.45292138671875,0.42635104060173035,-0.23672066628932953,0.005111138802021742
1774158598878915600,1.47291552734375,0.28699395060539246,-0.21539460122585297,0.08798764646053314
1774158598898909700,1.49290966796875,0.26231443881988525,-0.1730106621980667,0.07191360741853714
