time,seconds_elapsed,z,y,x
1774159255147265800,0.065265869140625,0.18775602975189684,0.19284370827972888,0.9221676713284105
1774159255167258600,0.085258544921875,0.04682137240767479,0.310488090929389,0.696078549920395
1774159255187251500,0.10525146484375,-0.23000702550411223,0.31652912465929983,0.5566146592484786
1774159255207244500,0.12524462890625,-0.5574900903761386,0.6177946292132139,0.3868847731178626
1774159255227237400,0.1452373046875,-0.8360732230007648,1.3950667036771773,0.2775058770482428
1774159255247230500,0.16523046875,-1.409634742733836,2.01942843632102,0.14712436056351288
1774159255267223600,0.1852236328125,-1.4365806173264979,1.6249351974934338,0.2030922767020762
1774159255287216600,0.205216552734375,-0.810878575989604,0.9527391160070896,-0.03058583853021264
1774159255307207700,0.225207763671875,-1.0228244596242904,0.6245359201669692,-0.5655716169577092
1774159255327200800,0.24520068359375,-0.1112526357859373,0.028389059138298034,-1.1523778181891888
1774159255347193600,0.265193603515625,-0.21825988908708094,-1.0987585292696953,-1.5924023165486751
1774159255367186400,0.2851865234375,-0.6126707103282213,-0.37712709348499773,-1.9356432147838174
1774159255387179500,0.305179443359375,-0.7812479923576117,0.14442249945998192,-1.358049955316633
1774159255407172600,0.325172607421875,-0.6786123782694339,0.5209545496612787,0.10540420201867819
1774159255427165400,0.34516552734375,0.6087374625325203,1.4415566521733998,-0.4524621743239462
1774159255447158500,0.365158447265625,0.8129074514687061,1.5335013608992099,-0.9928966466113924
1774159255467151600,0.385151611328125,0.4930196640312671,0.8047627234578132,-1.94320079055652
1774159255487144400,0.40514453125,-0.024590835899114608,1.233662089756131,-2.150423445061594
1774159255507137500,0.425137451171875,0.5178121599823237,2.6318197451859713,-1.7851695985913276
1774159255527130600,0.445130615234375,0.20785949110388754,0.07529810982942581,-0.569597000016272
1774159255547123700,0.465123779296875,0.4854179568558931,-2.605695123848319,-0.2804933501601219
1774159255567115500,0.485115478515625,-0.14742285031974314,-1.5916659650981426,-0.3549216914176941
1774159255587108600,0.505108642578125,-0.5905284366250038,0.40020869386494157,-0.5035305366516113
1774159255607101700,0.525101806640625,-0.21368775886595248,0.5636632260531187,-0.0401259664222598
1774159255627094500,0.545094482421875,0.43229426943361754,0.34725481005162,0.04292378044724464
1774159255647087600,0.565087646484375,0.6739999160379171,0.19615794739425182,0.2651709856048226
1774159255667080700,0.585080810546875,0.2275198848634958,0.27682255269289013,0.23073767786622046
1774159255687073500,0.605073486328125,-0.6416700103193521,0.6278694485038518,-0.10445230812132358
1774159255707067400,0.6250673828125,-0.6450409480571746,-0.11899696630239485,-0.3672922204300761
1774159255727060500,0.645060546875,0.1909340752661228,-0.4705103105813265,-0.1172743802934885
1774159255747053600,0.665053466796875,0.6681517745316028,-0.5618272427976131,0.14157646237909793
1774159255767046700,0.685046630859375,0.11872107197046279,-0.2610439688026905,0.0016986206114292144
1774159255787039500,0.70503955078125,-0.4413654646396637,-0.0015028057783842085,-0.24225801979005335
1774159255807032600,0.725032470703125,-0.39498540625870227,-0.007194879940152167,-0.23721651849150657
1774159255827025700,0.745025634765625,0.03240121738910675,-0.3502943238779902,0.015390169094502925
1774159255847018500,0.7650185546875,0.18640461514294146,-0.19874182640761137,0.5295289012610912
1774159255867011600,0.785011474609375,0.2752817529916763,0.48480596243739127,1.046206504255533
