time,seconds_elapsed,z,y,x
1774159255136019500,0.05401953125,-0.7990264892578125,-0.5363616943359375,0.1313018798828125
1774159255156012500,0.074012451171875,-0.819366455078125,-0.533447265625,0.093597412109375
1774159255176005600,0.094005615234375,-0.8316802978515625,-0.534698486328125,0.062255859375
1774159255195998700,0.113998779296875,-0.8675537109375,-0.536041259765625,0.041046142578125
1774159255215991600,0.133991455078125,-0.86712646484375,-0.4775390625,0.01678466796875
1774159255235984600,0.153984619140625,-0.94580078125,-0.4016265869140625,-0.01544189453125
1774159255255977700,0.173977783203125,-0.9480438232421875,-0.4058380126953125,-0.001556396484375
1774159255275969500,0.193969482421875,-0.9065704345703125,-0.4674224853515625,-0.052734375
1774159255295962600,0.213962646484375,-0.898284912109375,-0.5572509765625,-0.0936737060546875
1774159255315955700,0.233955810546875,-0.8597259521484375,-0.52880859375,-0.16168212890625
1774159255335948500,0.253948486328125,-0.782562255859375,-0.6331329345703125,-0.209564208984375
1774159255355941600,0.273941650390625,-0.7842864990234375,-0.7524566650390625,-0.2711029052734375
1774159255375934700,0.293934814453125,-0.8162078857421875,-0.6778106689453125,-0.3218536376953125
1774159255395927600,0.313927490234375,-0.8399505615234375,-0.6237945556640625,-0.269287109375
1774159255415920400,0.33392041015625,-0.8225250244140625,-0.5757598876953125,-0.138519287109375
1774159255435913500,0.35391357421875,-0.707672119140625,-0.4576263427734375,-0.2112579345703125
1774159255455906600,0.373906494140625,-0.6998748779296875,-0.4471282958984375,-0.2882232666015625
1774159255475899400,0.3938994140625,-0.7320404052734375,-0.5038604736328125,-0.4167938232421875
1774159255495892500,0.413892578125,-0.780181884765625,-0.448089599609375,-0.4701080322265625
1774159255515885600,0.433885498046875,-0.7153472900390625,-0.3022003173828125,-0.468109130859375
1774159255535878700,0.453878662109375,-0.741912841796875,-0.571136474609375,-0.378509521484375
1774159255555871500,0.47387158203125,-0.7113189697265625,-0.8126678466796875,-0.38690185546875
1774159255575864600,0.493864501953125,-0.7822113037109375,-0.67730712890625,-0.410614013671875
1774159255595857700,0.513857666015625,-0.82330322265625,-0.478363037109375,-0.4268798828125
1774159255615850800,0.533850830078125,-0.78936767578125,-0.4585418701171875,-0.3801422119140625
1774159255635843600,0.553843505859375,-0.7335357666015625,-0.46282958984375,-0.369171142578125
1774159255655836700,0.573836669921875,-0.7227325439453125,-0.465728759765625,-0.3452606201171875
1774159255675828500,0.593828369140625,-0.7755126953125,-0.441131591796875,-0.35955810546875
1774159255695821600,0.613821533203125,-0.861236572265625,-0.408447265625,-0.4047088623046875
1774159255715815400,0.6338154296875,-0.8502655029296875,-0.48199462890625,-0.4402008056640625
1774159255735808500,0.65380859375,-0.757843017578125,-0.5112152099609375,-0.4192352294921875
1774159255755801600,0.673801513671875,-0.7159423828125,-0.516998291015625,-0.4044036865234375
1774159255775794400,0.69379443359375,-0.769805908203125,-0.4832000732421875,-0.4336090087890625
1774159255795787500,0.71378759765625,-0.8143157958984375,-0.4572906494140625,-0.472900390625
1774159255815780600,0.733780517578125,-0.8020477294921875,-0.4624176025390625,-0.48480224609375
1774159255835773400,0.7537734375,-0.750885009765625,-0.4874420166015625,-0.468780517578125
1774159255855766500,0.7737666015625,-0.73291015625,-0.4628753662109375,-0.4281158447265625
1774159255875759600,0.793759521484375,-0.7174530029296875,-0.387451171875,-0.3923187255859375
1774159255895752700,0.813752685546875,-0.73089599609375,-0.358489990234375,-0.44049072265625
1774159255915745500,0.83374560546875,-0.71392822265625,-0.36700439453125,-0.5096893310546875
1774159255935738600,0.853738525390625,-0.7194976806640625,-0.3683929443359375,-0.5303497314453125
1774159255955731700,0.873731689453125,-0.727508544921875,-0.403350830078125,-0.572784423828125
1774159255975724500,0.893724609375,-0.6620330810546875,-0.4091796875,-0.5612640380859375
1774159255995717600,0.913717529296875,-0.6189727783203125,-0.362274169921875,-0.572052001953125
1774159256015710700,0.933710693359375,-0.6598358154296875,-0.360809326171875,-0.6167144775390625
1774159256035703600,0.95370361328125,-0.6883697509765625,-0.396881103515625,-0.6358795166015625
1774159256055696400,0.9736962890625,-0.6781768798828125,-0.336395263671875,-0.7035369873046875
1774159256075688700,0.993688720703125,-0.5953521728515625,-0.2509765625,-0.7681732177734375
1774159256095681800,1.013681884765625,-0.5242767333984375,-0.1916351318359375,-0.8465728759765625
1774159256115674400,1.03367431640625,-0.46356201171875,-0.212493896484375,-0.9429931640625
1774159256135667500,1.05366748046875,-0.3543853759765625,-0.1841583251953125,-0.9413299560546875
1774159256155660500,1.07366064453125,-0.329986572265625,-0.048187255859375,-0.8916473388671875
1774159256175653400,1.0936533203125,-0.4187774658203125,-0.0933990478515625,-0.8524017333984375
1774159256195646500,1.113646484375,-0.583404541015625,-0.147613525390625,-1.023956298828125
1774159256215639600,1.1336396484375,-0.62640380859375,-0.1766357421875,-1.01336669921875
1774159256235632600,1.153632568359375,-0.6106719970703125,-0.197509765625,-1.0129547119140625
1774159256255625500,1.17362548828125,-0.55877685546875,-0.1739349365234375,-0.9348602294921875
1774159256275618600,1.19361865234375,-0.59429931640625,-0.0987091064453125,-0.8928070068359375
1774159256295611600,1.213611572265625,-0.535064697265625,-0.1082305908203125,-0.8548126220703125
1774159256315604700,1.233604736328125,-0.5469818115234375,-0.070770263671875,-0.831085205078125
1774159256335597600,1.25359765625,-0.5155792236328125,-0.1543426513671875,-0.8126220703125
1774159256355590700,1.273590576171875,-0.469635009765625,-0.2178497314453125,-0.820892333984375
1774159256375583700,1.293583740234375,-0.4316558837890625,-0.2147064208984375,-0.832305908203125
1774159256395576600,1.31357666015625,-0.448516845703125,-0.198394775390625,-0.8549957275390625
1774159256415569700,1.333569580078125,-0.4642181396484375,-0.296600341796875,-0.8682403564453125
1774159256435561700,1.353561767578125,-0.4228973388671875,-0.293243408203125,-0.919647216796875
1774159256455554600,1.373554443359375,-0.345001220703125,-0.24169921875,-0.89044189453125
1774159256475547600,1.393547607421875,-0.28375244140625,-0.19219970703125,-0.8428497314453125
1774159256495540700,1.413540771484375,-0.37469482421875,-0.157623291015625,-0.8544158935546875
1774159256515533600,1.433533447265625,-0.329315185546875,-0.1817169189453125,-0.8860931396484375
1774159256535526400,1.4535263671875,-0.29632568359375,-0.1932525634765625,-0.9241485595703125
